idx,label,singer,model,url,SingFake_Set,Language,Singer,Title,Bonafide Or Deepfake,Platform,Model,downloaded_raw,demucs_ready,in_features,feature_clip_count
wild_0108,fake,Eason_Chan,Sovits4.0,https://www.bilibili.com/video/BV1Bc411P7ko/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Eason_Chan,【AI陈奕迅】《爱与诚》cover.古巨基 别再做情人 做只猫 做只狗 不做情人,deepfake,,Sovits4.0,False,False,False,0
wild_0109,fake,Eason_Chan,Sovits4.0,https://www.bilibili.com/video/BV1ra4y1u7xa/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Eason_Chan,【AI陈奕迅】《无赖》cover.郑中基 还喜欢我 我这种无赖是话你蠢 还是很伟大,deepfake,,Sovits4.0,True,True,True,2
wild_0110,fake,Eason_Chan,Sovits4.0,https://www.bilibili.com/video/BV1dP411q7XN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Eason_Chan,【AI陈奕迅】《下一站天后》,deepfake,,Sovits4.0,True,True,True,3
wild_0111,real,Eason_Chan,,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=73,T02,Cantonese,Eason_Chan,073. 人车志,bonafide,,,True,True,True,3
wild_0112,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=12&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-爱的四季 - 感恩母亲节沙画(高清),bonafide,,,True,True,True,3
wild_0113,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=6&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-美若黎明(蓝光),bonafide,,,True,True,True,3
wild_0114,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=16&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-风吹麦浪 (《女人的战争》电视剧片尾曲)(标清),bonafide,,,True,True,True,2
wild_0115,real,Li_Jian,,https://www.bilibili.com/video/BV1sW411E72N/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-故乡山川,bonafide,,,True,True,True,3
wild_0116,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=4&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-贝加尔湖畔 (《无心法师》网络剧插曲)(蓝光),bonafide,,,True,True,True,3
wild_0117,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1AP411Q7Tr/?spm_id_from=333.788.recommend_more_video.6&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,AI李健《如愿》cover 王菲,deepfake,,unknown,True,True,True,3
wild_0118,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=5&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-当你老了 母亲节纪念沙画(超清),bonafide,,,True,True,True,3
wild_0119,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=14&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-春风十里不如你 (《春风十里不如你》电视剧主题曲)(高清),bonafide,,,True,True,True,3
wild_0120,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=7&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-传奇 (《李春天的春天》电视剧主题曲)(高清),bonafide,,,True,True,False,0
wild_0121,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=18&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-Feeling Good(超清),bonafide,,,True,True,True,3
wild_0122,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=15&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-心升明月 (2012年旅游卫视频道主题曲)(标清),bonafide,,,True,True,True,3
wild_0123,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=28&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-一往情深的恋人(标清),bonafide,,,True,True,True,3
wild_0124,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=11&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-城市之光 (《心理罪之城市之光》电影回归版主题曲)(蓝光),bonafide,,,True,True,True,3
wild_0125,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=26&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-如果可以 (《搜索》电影主题曲)(高清),bonafide,,,True,True,True,3
wild_0126,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=8&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-向往 (第二版) (《女人的战争》电视剧片头曲-《闪闪发亮》电视剧片尾曲)(蓝光),bonafide,,,True,True,True,3
wild_0127,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=13&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-爱出色 (《爱出色》电影主题曲)(标清),bonafide,,,True,True,True,3
wild_0128,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1ns4y1X7ex/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】唯一 【告五人】,deepfake,,unknown,True,True,True,3
wild_0129,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1xX4y1E7r7/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】蓝莲花,deepfake,,unknown,True,True,True,3
wild_0130,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1DF411Z7qJ/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】每一次想你,deepfake,,unknown,True,True,True,3
wild_0131,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1cP411t7cN/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】礼物,deepfake,,unknown,True,True,True,3
wild_0132,fake,Li_Jian,sovits,https://www.bilibili.com/video/BV1bX4y1y7v1/?spm_id_from=333.337.search-card.all.click,T02,Mandarin,Li_Jian,【AI李健】如愿【王菲】,deepfake,,sovits,True,True,True,3
wild_0133,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1684y1M7fC/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,「 AI 翻唱 」李健 - 《离人》,deepfake,,unknown,True,True,True,3
wild_0134,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1ax4y1d7bn/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】爱情,deepfake,,unknown,True,True,True,3
wild_0135,fake,Li_Jian,https://github.com/svc-develop-team/so-vits-svc,https://www.bilibili.com/video/BV1Sc411P7uY/?spm_id_from=333.337.search-card.all.click&vd_source=6773a02315422cd9e9d1490e5baec619,T02,Mandarin,Li_Jian,【AI李健】我记得【赵雷】 我来给ai李健伴唱,deepfake,,https://github.com/svc-develop-team/so-vits-svc,True,True,True,2
wild_0136,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1b84y1o7Y2/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】那些年（cover.胡夏）,deepfake,,unknown,True,True,True,3
wild_0137,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV13h4y1b7vf/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】这世界那么多人【莫文蔚】,deepfake,,unknown,True,True,True,3
wild_0138,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV11X4y177uE/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】十年（cover.陈奕迅）,deepfake,,unknown,True,True,True,3
wild_0139,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1jP411C7oP/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】水星记,deepfake,,unknown,True,True,True,3
wild_0140,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=19&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-等待黎明 (《百团大战》电影主题曲)(超清),bonafide,,,True,True,True,3
wild_0141,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=3&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-一念一生 (电视剧《庆余年》主题曲)(蓝光),bonafide,,,True,True,True,3
wild_0142,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=25&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-你一言我一语 (《一句顶一万句》电影主题曲)(蓝光),bonafide,,,True,True,True,3
wild_0143,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=10&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-假如爱有天意 (《太平轮•彼岸》电影推广曲)(蓝光),bonafide,,,True,True,True,3
wild_0144,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=17&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-为你而来 (《爱的妇产科》电视剧片尾曲)(蓝光),bonafide,,,True,True,True,3
wild_0145,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=20&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-等我遇见你 (《北京遇上西雅图之不二情书》电影主题曲)(蓝光),bonafide,,,True,True,True,3
wild_0146,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=2&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-懂得(蓝光),bonafide,,,True,True,True,3
wild_0147,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健 - MV - 官方版合集 持续更新,bonafide,,,True,True,True,2
wild_0148,real,Li_Jian,,https://www.bilibili.com/video/BV1Xa41137wr/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健线上演唱《水流众生》，配上藏腔太好听了，犹如一次心灵洗礼,bonafide,,,True,True,True,2
wild_0149,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=22&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-故乡 (《小偷家族》电影宣传曲)(超清),bonafide,,,True,True,True,3
wild_0150,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=9&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-抚仙湖 (《大唐女将樊梨花》电视剧片尾曲)(蓝光),bonafide,,,True,True,True,3
wild_0151,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=23&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-深海之寻(蓝光),bonafide,,,True,True,True,3
wild_0152,real,Li_Jian,,https://www.bilibili.com/video/BV1Dt411w7qg/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【李健】袖手旁观【我是歌手】,bonafide,,,True,True,True,3
wild_0153,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1Xx4y197E4/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】曾经是情侣,deepfake,,unknown,True,True,True,3
wild_0154,real,Li_Jian,,https://www.bilibili.com/video/BV1GS4y1Y7u7?p=30&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,李健-异乡人(高清),bonafide,,,True,True,True,3
wild_0155,fake,Li_Jian,unknown,https://www.bilibili.com/video/BV1o841117cx/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Li_Jian,【AI李健】稻香,deepfake,,unknown,True,True,True,2
wild_0157,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1As4y117Td/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《如春娇》cover.刘莉旻 余春娇的故事,deepfake,,Sovits4.0,True,True,True,3
wild_0158,fake,Miriam_Yeung,https://github.com/svc-develop-team/so-vits-svc,https://www.bilibili.com/video/BV1zs4y1v7qD/?spm_id_from=333.999.0.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《痴情司》有谁情痴得，不怕天地变,deepfake,,https://github.com/svc-develop-team/so-vits-svc,True,True,True,3
wild_0159,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1PW4y1R79B/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《我的骄傲》cover.容祖儿,deepfake,,Sovits4.0,True,True,True,3
wild_0160,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1bs4y1T7t3/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《慕容雪》cover.薛凯琪 我不是我 你转身一走苏州里的不是我,deepfake,,Sovits4.0,False,False,False,0
wild_0161,fake,Miriam_Yeung,unknown,https://www.bilibili.com/video/BV14W4y1D7k4/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《喜帖街》cover.谢安琪 就似这一区曾经称得上美满甲天下,deepfake,,unknown,True,True,True,3
wild_0162,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1Hu411Y7w1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《任我行》cover.陈奕迅,deepfake,,Sovits4.0,True,True,True,3
wild_0163,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV19a4y1u7TP/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《灰姑娘》cover.梁咏琪 若仇恨你 感觉很差无奈这灰姑娘绝不怕,deepfake,,Sovits4.0,True,True,True,3
wild_0164,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV17X4y1C7Ab/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《16号爱人》cover.容祖儿 我以前是冠军 怎会惯 做后备爱人,deepfake,,Sovits4.0,True,True,True,3
wild_0165,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1yz4y1b7H1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《心之科学》cover.杨千嬅 情人不爱你 还不爱你 凭什么否定你月光 有人捞起 有人瞧不起,deepfake,,Sovits4.0,True,True,True,3
wild_0166,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1Sk4y1s7m2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《一格格》cover.卫兰 缠住吻住春风吹住我吗缠住吻住郁金香是你吗缠住吻住诗画歌颂爱吗拍逐幅逐幅恋爱定格,deepfake,,Sovits4.0,True,True,True,3
wild_0167,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1Qh4y1t78Q/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《白玫瑰》cover.陈奕迅 怎么冷酷却仍然美丽 得不到的 从来矜贵身处劣势 如何不攻心计 流露敬畏试探你的法规,deepfake,,Sovits4.0,True,True,True,3
wild_0168,fake,Miriam_Yeung,unknown,https://www.bilibili.com/video/BV1uk4y1T724/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《富士山下》cover.陈奕迅 前尘硬化像石头 随缘地抛下便逃走,deepfake,,unknown,False,False,False,0
wild_0169,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1kX4y1b7Ls/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《一丝不挂》cover.陈奕迅,deepfake,,Sovits4.0,True,True,True,3
wild_0170,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1oP411R7Hm/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《杂技》cover.卫兰 然后我　假装潇洒对你偷欢偷不到妒忌花心痴心竟然同样不震撼你,deepfake,,Sovits4.0,True,True,True,3
wild_0171,fake,Miriam_Yeung,unknown,https://www.bilibili.com/video/BV1hs4y1Q7Qq/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《怯》cover.容祖儿 傻得我过分期求明天 以为你会在眼前,deepfake,,unknown,True,True,True,2
wild_0172,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1T24y1M7eW/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《晚风心里吹》cover.阿梨粤 愿等你一辈子 真情留住你 梦里归家那一扇灯,deepfake,,Sovits4.0,True,True,True,3
wild_0173,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1W14y1D7U9/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《夏日倾情》cover.黎明,deepfake,,Sovits4.0,True,True,True,3
wild_0174,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1qP41117Hk/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《最佳损友》故事的主角 来年陌生的是昨日最亲的某某,deepfake,,Sovits4.0,True,True,True,3
wild_0175,fake,Miriam_Yeung,unknown,https://www.bilibili.com/video/BV1TM4y177qm/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《失忆蝴蝶》cover.陈奕迅,deepfake,,unknown,True,True,True,3
wild_0176,fake,Miriam_Yeung,unknown,https://www.bilibili.com/video/BV1fN411S7UH/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《单车》cover.陈奕迅 难离难舍想抱紧些茫茫人生好像荒野,deepfake,,unknown,True,True,True,3
wild_0177,fake,Miriam_Yeung,Sovits4.0,https://www.bilibili.com/video/BV1bg4y1K7kx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《阿牛》cover.陈奕迅 他不要我再拾回旧好,deepfake,,Sovits4.0,False,False,False,0
wild_0178,fake,Miriam_Yeung,https://github.com/svc-develop-team/so-vits-svc,https://www.bilibili.com/video/BV1kz4y1v7uK/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Miriam_Yeung,【AI杨千嬅】《心淡》cover容祖儿,deepfake,,https://github.com/svc-develop-team/so-vits-svc,True,True,True,3
wild_0180,real,Teresa_Teng,,https://www.bilibili.com/video/BV1ET4y1A7aq/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,【高音质】邓丽君 《甜蜜蜜》【1979】,bonafide,,,True,True,True,3
wild_0181,real,Teresa_Teng,,https://www.bilibili.com/video/BV1C34y177dB/?spm_id_from=333.788.recommend_more_video.5&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君老歌《往事只能回味》回味无穷最经典的舞曲,bonafide,,,True,True,True,3
wild_0182,real,Teresa_Teng,,https://www.bilibili.com/video/BV1R3411Q7Kb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,经典老歌《但愿人长久》，邓丽君美妙歌声，天籁之音，满满的回忆,bonafide,,,True,True,True,3
wild_0183,fake,Teresa_Teng,sovits,https://www.bilibili.com/video/BV1oX4y187Nw/?spm_id_from=333.337.search-card.all.click,T02,Cantonese,Teresa_Teng,[ai邓丽君]富士山下,deepfake,,sovits,True,True,True,3
wild_0184,real,Teresa_Teng,,https://www.bilibili.com/video/BV1Hb411v7Hm/?spm_id_from=333.788.recommend_more_video.-1&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君《月亮代表我的心》怀旧金曲,bonafide,,,True,True,True,3
wild_0185,real,Teresa_Teng,,https://www.bilibili.com/video/BV1Qe411A7Rx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Teresa_Teng,"粤语歌曲《风霜伴我行》,邓丽君歌声委婉，天籁之音，君韵永存",bonafide,,,True,True,True,3
wild_0186,real,Teresa_Teng,,https://www.bilibili.com/video/BV1Mb411U7Et/?spm_id_from=333.788.recommend_more_video.4&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君《恰似你的温柔》经典金曲,bonafide,,,True,True,True,3
wild_0187,real,Teresa_Teng,,https://www.bilibili.com/video/BV1LV4y1P7yJ/?spm_id_from=333.788.recommend_more_video.2&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君演唱《红豆》歌声悠扬，经典动听，让人回味无穷,bonafide,,,True,True,True,3
wild_0188,real,Teresa_Teng,,https://www.bilibili.com/video/BV1RA411X7g8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君《独上西楼》，歌声婉转动听，独具韵味，唱出落寞冷清境界,bonafide,,,True,True,True,3
wild_0189,real,Teresa_Teng,,https://www.bilibili.com/video/BV1WK41197Jo/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Cantonese,Teresa_Teng,邓丽君经典粤语歌曲《向日葵》，没了柔弱女儿形象，把人心唱乱,bonafide,,,True,True,True,3
wild_0190,real,Teresa_Teng,,https://www.bilibili.com/video/BV144411p7tG/?spm_id_from=333.337.search-card.all.click&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君 - 《我只在乎你》官方MV,bonafide,,,True,True,True,3
wild_0191,real,Teresa_Teng,,https://www.bilibili.com/video/BV1Se4y1u7w5/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120,T02,Mandarin,Teresa_Teng,邓丽君经典歌曲《我和你》，歌声甜美柔情，不知道听醉了多少人,bonafide,,,True,True,True,3
